PolicyNo,InceptionDate,ExpiryDate,Region,Industry,RevenueBand,Employees,CyberControlsScore,Underwriter,Premium,ClaimsCount,ClaimsAmount,Year,Month,LossRatio,Frequency,Severity
POL100199,2024-10-21,2025-10-21,UK,Tech,100k-500k,7,71.5,UW-A,832.12,0,0.0,2024,10,0.0,0,0.0
POL100200,2024-04-22,2025-04-22,US,Tech,<100k,2,78.6,UW-A,221.72,0,0.0,2024,4,0.0,0,0.0
POL100201,2024-04-10,2025-04-10,UK,Retail,100k-500k,23,67.9,UW-B,894.38,0,0.0,2024,4,0.0,0,0.0
POL100202,2024-04-22,2025-04-22,UK,Manufacturing,500k-2m,47,52.5,UW-A,3177.87,0,0.0,2024,4,0.0,0,0.0
POL100203,2024-03-21,2025-03-21,US,Professional Services,500k-2m,36,71.5,UW-C,2747.06,0,0.0,2024,3,0.0,0,0.0
POL100204,2024-07-05,2025-07-05,EMEA,Other,500k-2m,47,58.5,UW-C,3007.85,0,0.0,2024,7,0.0,0,0.0
POL100205,2024-04-22,2025-04-22,US,Professional Services,100k-500k,23,75.9,UW-B,702.07,0,0.0,2024,4,0.0,0,0.0
POL100206,2024-01-02,2025-01-01,EMEA,Tech,2m-10m,136,85.9,UW-D,7897.83,0,0.0,2024,1,0.0,0,0.0
POL100207,2024-05-09,2025-05-09,US,Retail,500k-2m,39,25.5,UW-A,3007.57,0,0.0,2024,5,0.0,0,0.0
POL100208,2024-08-07,2025-08-07,US,Healthcare,500k-2m,32,66.3,UW-C,2747.31,0,0.0,2024,8,0.0,0,0.0
POL100209,2024-02-23,2025-02-22,UK,Manufacturing,<100k,5,38.9,UW-C,246.04,0,0.0,2024,2,0.0,0,0.0
POL100210,2024-12-08,2025-12-08,APAC,Retail,<100k,3,100.0,UW-A,198.47,0,0.0,2024,12,0.0,0,0.0
POL100211,2024-08-11,2025-08-11,US,Retail,<100k,3,57.9,UW-A,230.31,0,0.0,2024,8,0.0,0,0.0
POL100212,2024-08-12,2025-08-12,US,Professional Services,500k-2m,67,75.5,UW-A,2918.84,0,0.0,2024,8,0.0,0,0.0
POL100213,2024-05-05,2025-05-05,US,Healthcare,100k-500k,19,64.3,UW-C,823.13,0,0.0,2024,5,0.0,0,0.0
POL100214,2024-05-09,2025-05-09,UK,Other,100k-500k,21,52.7,UW-C,821.06,0,0.0,2024,5,0.0,0,0.0
POL100215,2024-02-22,2025-02-21,UK,Tech,2m-10m,231,48.9,UW-A,8935.16,1,44443.87,2024,2,4.9740429941937245,1,44443.87
POL100216,2024-06-20,2025-06-20,UK,Manufacturing,2m-10m,99,87.8,UW-B,7476.53,0,0.0,2024,6,0.0,0,0.0
POL100217,2024-08-05,2025-08-05,EMEA,Retail,2m-10m,77,78.6,UW-A,8220.11,0,0.0,2024,8,0.0,0,0.0
POL100218,2024-06-08,2025-06-08,UK,Professional Services,100k-500k,23,93.9,UW-B,798.29,0,0.0,2024,6,0.0,0,0.0
POL100219,2024-07-16,2025-07-16,UK,Other,500k-2m,23,65.6,UW-D,2602.25,0,0.0,2024,7,0.0,0,0.0
POL100220,2024-09-03,2025-09-03,APAC,Retail,100k-500k,9,69.2,UW-A,853.69,0,0.0,2024,9,0.0,0,0.0
POL100221,2024-11-19,2025-11-19,US,Professional Services,<100k,2,61.0,UW-D,214.88,0,0.0,2024,11,0.0,0,0.0
POL100222,2024-07-21,2025-07-21,UK,Tech,<100k,1,60.7,UW-C,226.28,0,0.0,2024,7,0.0,0,0.0
POL100223,2024-07-02,2025-07-02,EMEA,Tech,100k-500k,16,49.2,UW-D,873.68,0,0.0,2024,7,0.0,0,0.0
POL100224,2024-05-02,2025-05-02,UK,Manufacturing,100k-500k,14,66.1,UW-A,767.23,0,0.0,2024,5,0.0,0,0.0
POL100225,2024-09-11,2025-09-11,US,Healthcare,500k-2m,59,52.6,UW-A,2777.35,0,0.0,2024,9,0.0,0,0.0
POL100226,2024-10-20,2025-10-20,US,Other,<100k,1,71.6,UW-A,243.07,0,0.0,2024,10,0.0,0,0.0
POL100227,2024-10-06,2025-10-06,UK,Tech,500k-2m,31,67.2,UW-C,2806.39,0,0.0,2024,10,0.0,0,0.0
POL100228,2024-11-20,2025-11-20,UK,Tech,100k-500k,6,69.3,UW-B,819.49,0,0.0,2024,11,0.0,0,0.0
POL100229,2024-04-07,2025-04-07,UK,Tech,100k-500k,14,90.0,UW-A,845.25,0,0.0,2024,4,0.0,0,0.0
POL100230,2024-07-16,2025-07-16,UK,Retail,100k-500k,21,64.2,UW-C,822.87,0,0.0,2024,7,0.0,0,0.0
POL100231,2024-08-27,2025-08-27,UK,Other,100k-500k,7,76.3,UW-A,805.55,0,0.0,2024,8,0.0,0,0.0
POL100232,2024-05-23,2025-05-23,APAC,Healthcare,100k-500k,11,95.7,UW-A,798.44,0,0.0,2024,5,0.0,0,0.0
POL100233,2024-04-06,2025-04-06,UK,Professional Services,100k-500k,16,84.4,UW-B,773.19,0,0.0,2024,4,0.0,0,0.0
POL100234,2024-07-19,2025-07-19,EMEA,Manufacturing,<100k,4,82.3,UW-A,203.89,0,0.0,2024,7,0.0,0,0.0
POL100235,2024-05-03,2025-05-03,US,Manufacturing,<100k,4,60.4,UW-A,200.89,0,0.0,2024,5,0.0,0,0.0
POL100236,2024-07-05,2025-07-05,US,Tech,100k-500k,7,68.4,UW-B,790.18,0,0.0,2024,7,0.0,0,0.0
POL100237,2024-11-21,2025-11-21,UK,Manufacturing,2m-10m,141,43.8,UW-D,7918.2,0,0.0,2024,11,0.0,0,0.0
POL100238,2024-12-14,2025-12-14,UK,Professional Services,100k-500k,13,72.4,UW-C,825.49,0,0.0,2024,12,0.0,0,0.0
POL100239,2024-09-15,2025-09-15,US,Tech,500k-2m,29,68.8,UW-B,2675.76,0,0.0,2024,9,0.0,0,0.0
POL100240,2024-05-27,2025-05-27,EMEA,Tech,500k-2m,41,64.9,UW-C,3093.81,0,0.0,2024,5,0.0,0,0.0
POL100241,2024-09-08,2025-09-08,UK,Retail,2m-10m,151,78.9,UW-B,7096.13,0,0.0,2024,9,0.0,0,0.0
POL100242,2024-12-11,2025-12-11,US,Professional Services,500k-2m,52,46.4,UW-A,3153.03,0,0.0,2024,12,0.0,0,0.0
POL100243,2024-05-26,2025-05-26,UK,Professional Services,100k-500k,16,89.4,UW-C,785.03,0,0.0,2024,5,0.0,0,0.0
POL100244,2024-05-27,2025-05-27,US,Tech,500k-2m,56,78.0,UW-C,2791.58,0,0.0,2024,5,0.0,0,0.0
POL100245,2024-12-17,2025-12-17,US,Manufacturing,2m-10m,140,62.5,UW-B,8168.75,0,0.0,2024,12,0.0,0,0.0
POL100246,2024-07-17,2025-07-17,EMEA,Other,100k-500k,19,62.6,UW-B,749.95,0,0.0,2024,7,0.0,0,0.0
POL100247,2024-11-03,2025-11-03,UK,Manufacturing,100k-500k,15,72.1,UW-C,819.28,0,0.0,2024,11,0.0,0,0.0
POL100248,2024-05-07,2025-05-07,UK,Professional Services,<100k,5,87.8,UW-B,205.4,0,0.0,2024,5,0.0,0,0.0
POL100249,2024-02-08,2025-02-07,US,Tech,500k-2m,53,66.0,UW-D,2625.66,0,0.0,2024,2,0.0,0,0.0
POL100250,2024-12-03,2025-12-03,APAC,Tech,500k-2m,63,66.5,UW-A,2843.04,0,0.0,2024,12,0.0,0,0.0
POL100251,2024-12-25,2025-12-25,UK,Tech,<100k,4,65.2,UW-D,242.36,0,0.0,2024,12,0.0,0,0.0
POL100252,2024-05-08,2025-05-08,UK,Retail,100k-500k,6,91.7,UW-A,667.74,0,0.0,2024,5,0.0,0,0.0
POL100253,2024-09-23,2025-09-23,UK,Healthcare,100k-500k,20,59.3,UW-A,828.99,0,0.0,2024,9,0.0,0,0.0
POL100254,2024-05-30,2025-05-30,UK,Healthcare,<100k,5,64.5,UW-B,209.73,0,0.0,2024,5,0.0,0,0.0
POL100255,2024-10-24,2025-10-24,EMEA,Healthcare,10m+,1962,67.3,UW-B,22259.6,0,0.0,2024,10,0.0,0,0.0
POL100256,2024-04-08,2025-04-08,UK,Professional Services,<100k,2,67.2,UW-C,218.25,0,0.0,2024,4,0.0,0,0.0
POL100257,2024-09-19,2025-09-19,EMEA,Professional Services,<100k,3,82.0,UW-B,205.58,0,0.0,2024,9,0.0,0,0.0
POL100258,2024-09-08,2025-09-08,US,Healthcare,100k-500k,12,51.2,UW-C,902.06,0,0.0,2024,9,0.0,0,0.0
POL100259,2024-05-23,2025-05-23,US,Professional Services,500k-2m,58,61.3,UW-A,3053.41,0,0.0,2024,5,0.0,0,0.0
POL100260,2024-12-11,2025-12-11,UK,Tech,<100k,1,87.3,UW-A,236.21,0,0.0,2024,12,0.0,0,0.0
POL100261,2024-04-21,2025-04-21,EMEA,Professional Services,500k-2m,63,54.2,UW-B,2775.1,0,0.0,2024,4,0.0,0,0.0
POL100262,2024-02-29,2025-02-28,UK,Professional Services,100k-500k,9,62.6,UW-B,766.7,0,0.0,2024,2,0.0,0,0.0
POL100263,2024-01-02,2025-01-01,US,Tech,<100k,1,68.8,UW-C,226.97,0,0.0,2024,1,0.0,0,0.0
POL100264,2024-10-30,2025-10-30,EMEA,Manufacturing,<100k,4,50.1,UW-B,252.05,0,0.0,2024,10,0.0,0,0.0
POL100265,2024-09-10,2025-09-10,US,Manufacturing,100k-500k,21,58.6,UW-D,888.22,0,0.0,2024,9,0.0,0,0.0
POL100266,2024-05-19,2025-05-19,UK,Tech,100k-500k,6,66.6,UW-C,900.44,0,0.0,2024,5,0.0,0,0.0
POL100267,2024-02-06,2025-02-05,APAC,Tech,2m-10m,80,64.9,UW-D,7730.85,0,0.0,2024,2,0.0,0,0.0
POL100268,2024-06-08,2025-06-08,UK,Healthcare,500k-2m,63,83.6,UW-A,2556.3,0,0.0,2024,6,0.0,0,0.0
POL100269,2024-01-09,2025-01-08,APAC,Tech,10m+,1960,68.5,UW-A,22227.56,0,0.0,2024,1,0.0,0,0.0
POL100270,2024-08-20,2025-08-20,UK,Professional Services,100k-500k,16,52.0,UW-A,855.62,0,0.0,2024,8,0.0,0,0.0
POL100271,2024-04-08,2025-04-08,UK,Tech,10m+,883,57.8,UW-A,23569.7,0,0.0,2024,4,0.0,0,0.0
POL100272,2024-05-26,2025-05-26,UK,Tech,100k-500k,16,75.0,UW-B,851.9,0,0.0,2024,5,0.0,0,0.0
POL100273,2024-10-30,2025-10-30,UK,Manufacturing,100k-500k,23,87.5,UW-B,822.19,0,0.0,2024,10,0.0,0,0.0
POL100274,2024-07-26,2025-07-26,UK,Manufacturing,<100k,1,75.8,UW-B,221.65,0,0.0,2024,7,0.0,0,0.0
POL100275,2024-05-10,2025-05-10,UK,Tech,<100k,1,69.4,UW-C,223.11,0,0.0,2024,5,0.0,0,0.0
POL100276,2024-05-31,2025-05-31,APAC,Professional Services,500k-2m,71,74.3,UW-D,2821.98,0,0.0,2024,5,0.0,0,0.0
POL100277,2024-02-23,2025-02-22,EMEA,Tech,100k-500k,15,75.0,UW-D,732.75,0,0.0,2024,2,0.0,0,0.0
POL100278,2024-04-29,2025-04-29,UK,Tech,<100k,5,51.0,UW-A,235.12,0,0.0,2024,4,0.0,0,0.0
POL100279,2024-06-09,2025-06-09,UK,Other,100k-500k,12,67.8,UW-A,832.68,0,0.0,2024,6,0.0,0,0.0
POL100280,2024-04-25,2025-04-25,US,Healthcare,100k-500k,14,86.7,UW-A,791.59,0,0.0,2024,4,0.0,0,0.0
POL100281,2024-03-15,2025-03-15,UK,Retail,100k-500k,12,61.8,UW-A,841.8,0,0.0,2024,3,0.0,0,0.0
POL100282,2024-04-22,2025-04-22,EMEA,Manufacturing,100k-500k,24,66.7,UW-B,851.24,0,0.0,2024,4,0.0,0,0.0
POL100283,2024-04-13,2025-04-13,US,Manufacturing,500k-2m,27,61.1,UW-B,2743.03,0,0.0,2024,4,0.0,0,0.0
POL100284,2024-12-05,2025-12-05,US,Manufacturing,500k-2m,28,30.0,UW-A,3257.47,0,0.0,2024,12,0.0,0,0.0
POL100285,2024-09-10,2025-09-10,US,Tech,100k-500k,11,65.2,UW-C,856.82,0,0.0,2024,9,0.0,0,0.0
POL100286,2024-08-14,2025-08-14,US,Tech,100k-500k,18,69.3,UW-C,832.98,0,0.0,2024,8,0.0,0,0.0
POL100287,2024-04-21,2025-04-21,UK,Healthcare,100k-500k,6,57.3,UW-A,826.87,0,0.0,2024,4,0.0,0,0.0
POL100288,2024-04-08,2025-04-08,UK,Professional Services,500k-2m,62,47.1,UW-B,3060.72,0,0.0,2024,4,0.0,0,0.0
POL100289,2024-06-01,2025-06-01,UK,Other,100k-500k,12,51.7,UW-D,879.75,0,0.0,2024,6,0.0,0,0.0
POL100290,2024-12-14,2025-12-14,US,Healthcare,<100k,5,76.4,UW-B,207.58,0,0.0,2024,12,0.0,0,0.0
POL100291,2024-12-03,2025-12-03,US,Other,<100k,5,94.5,UW-A,203.09,0,0.0,2024,12,0.0,0,0.0
POL100292,2024-07-12,2025-07-12,EMEA,Tech,100k-500k,19,85.5,UW-A,810.98,0,0.0,2024,7,0.0,0,0.0
POL100293,2024-11-05,2025-11-05,UK,Manufacturing,100k-500k,7,44.8,UW-A,912.49,1,18832.62,2024,11,20.63871384891889,1,18832.62
POL100294,2024-06-11,2025-06-11,UK,Professional Services,500k-2m,42,77.4,UW-A,2753.8,0,0.0,2024,6,0.0,0,0.0
POL100295,2024-07-26,2025-07-26,UK,Other,<100k,2,55.0,UW-C,231.06,0,0.0,2024,7,0.0,0,0.0
POL100296,2024-06-17,2025-06-17,US,Tech,100k-500k,23,56.0,UW-A,904.11,0,0.0,2024,6,0.0,0,0.0
POL100297,2024-06-09,2025-06-09,EMEA,Retail,500k-2m,31,57.8,UW-A,3028.16,0,0.0,2024,6,0.0,0,0.0
POL100298,2024-03-08,2025-03-08,EMEA,Manufacturing,500k-2m,71,74.9,UW-A,2809.04,0,0.0,2024,3,0.0,0,0.0
POL100299,2024-10-15,2025-10-15,APAC,Professional Services,100k-500k,8,79.3,UW-C,778.2,1,29378.77,2024,10,37.75221022873297,1,29378.77
POL100300,2024-10-03,2025-10-03,APAC,Retail,100k-500k,7,63.5,UW-A,796.75,0,0.0,2024,10,0.0,0,0.0
POL100301,2024-10-30,2025-10-30,EMEA,Other,100k-500k,9,63.7,UW-A,817.88,0,0.0,2024,10,0.0,0,0.0
POL100302,2024-05-14,2025-05-14,UK,Professional Services,2m-10m,116,70.8,UW-B,8431.67,0,0.0,2024,5,0.0,0,0.0
POL100303,2024-07-13,2025-07-13,UK,Healthcare,<100k,1,73.5,UW-B,220.73,0,0.0,2024,7,0.0,0,0.0
POL100304,2024-05-07,2025-05-07,UK,Tech,2m-10m,224,80.4,UW-A,8250.21,0,0.0,2024,5,0.0,0,0.0
POL100305,2024-02-02,2025-02-01,APAC,Manufacturing,500k-2m,38,45.4,UW-A,2937.24,0,0.0,2024,2,0.0,0,0.0
POL100306,2024-06-24,2025-06-24,UK,Healthcare,100k-500k,6,65.2,UW-C,826.17,0,0.0,2024,6,0.0,0,0.0
POL100307,2024-01-22,2025-01-21,UK,Professional Services,<100k,4,48.9,UW-D,233.2,0,0.0,2024,1,0.0,0,0.0
POL100308,2024-08-25,2025-08-25,APAC,Tech,100k-500k,9,64.1,UW-A,835.88,0,0.0,2024,8,0.0,0,0.0
POL100309,2024-06-06,2025-06-06,UK,Retail,100k-500k,21,61.4,UW-A,813.76,0,0.0,2024,6,0.0,0,0.0
POL100310,2024-02-07,2025-02-06,US,Tech,<100k,4,64.3,UW-A,210.94,0,0.0,2024,2,0.0,0,0.0
POL100311,2024-08-17,2025-08-17,EMEA,Tech,500k-2m,46,52.5,UW-C,2968.42,0,0.0,2024,8,0.0,0,0.0
POL100312,2024-12-30,2025-12-30,EMEA,Healthcare,10m+,1277,29.9,UW-B,25974.73,0,0.0,2024,12,0.0,0,0.0
POL100313,2024-02-20,2025-02-19,EMEA,Tech,100k-500k,14,33.4,UW-C,1028.54,0,0.0,2024,2,0.0,0,0.0
POL100314,2024-09-20,2025-09-20,EMEA,Tech,500k-2m,22,62.8,UW-C,2749.06,0,0.0,2024,9,0.0,0,0.0
POL100315,2024-10-09,2025-10-09,US,Healthcare,<100k,4,58.5,UW-D,223.65,0,0.0,2024,10,0.0,0,0.0
POL100316,2024-01-27,2025-01-26,UK,Tech,100k-500k,10,54.8,UW-D,829.72,0,0.0,2024,1,0.0,0,0.0
POL100317,2024-08-13,2025-08-13,US,Professional Services,<100k,1,84.8,UW-C,221.96,0,0.0,2024,8,0.0,0,0.0
POL100318,2024-10-03,2025-10-03,EMEA,Tech,100k-500k,20,51.9,UW-B,905.71,0,0.0,2024,10,0.0,0,0.0
POL100319,2024-10-12,2025-10-12,UK,Retail,2m-10m,216,84.1,UW-A,7047.81,0,0.0,2024,10,0.0,0,0.0
POL100320,2024-04-06,2025-04-06,UK,Healthcare,500k-2m,66,88.7,UW-B,2477.14,0,0.0,2024,4,0.0,0,0.0
POL100321,2024-10-10,2025-10-10,UK,Healthcare,<100k,5,35.7,UW-B,254.43,0,0.0,2024,10,0.0,0,0.0
POL100322,2024-11-12,2025-11-12,US,Professional Services,100k-500k,24,66.1,UW-B,850.74,0,0.0,2024,11,0.0,0,0.0
POL100323,2024-10-30,2025-10-30,UK,Tech,100k-500k,15,58.9,UW-A,885.09,0,0.0,2024,10,0.0,0,0.0
POL100324,2024-05-26,2025-05-26,EMEA,Tech,100k-500k,5,21.3,UW-C,904.96,0,0.0,2024,5,0.0,0,0.0
POL100325,2024-01-04,2025-01-03,UK,Professional Services,500k-2m,56,42.8,UW-B,2697.2,0,0.0,2024,1,0.0,0,0.0
POL100326,2024-02-04,2025-02-03,UK,Other,500k-2m,32,76.3,UW-B,2579.49,0,0.0,2024,2,0.0,0,0.0
POL100327,2024-07-10,2025-07-10,UK,Tech,100k-500k,18,95.1,UW-A,788.46,0,0.0,2024,7,0.0,0,0.0
POL100328,2024-02-18,2025-02-17,US,Professional Services,100k-500k,13,78.4,UW-B,888.86,0,0.0,2024,2,0.0,0,0.0
POL100329,2024-01-17,2025-01-16,UK,Tech,100k-500k,21,69.6,UW-A,808.26,0,0.0,2024,1,0.0,0,0.0
POL100330,2024-06-20,2025-06-20,UK,Healthcare,<100k,5,64.6,UW-D,249.04,0,0.0,2024,6,0.0,0,0.0
POL100331,2024-08-07,2025-08-07,APAC,Healthcare,100k-500k,11,90.1,UW-B,806.9,0,0.0,2024,8,0.0,0,0.0
POL100332,2024-06-06,2025-06-06,EMEA,Healthcare,100k-500k,16,97.1,UW-A,704.51,0,0.0,2024,6,0.0,0,0.0
POL100333,2024-02-15,2025-02-14,EMEA,Manufacturing,500k-2m,74,55.5,UW-A,2901.56,0,0.0,2024,2,0.0,0,0.0
POL100334,2024-01-06,2025-01-05,US,Retail,500k-2m,25,34.8,UW-C,3174.8,0,0.0,2024,1,0.0,0,0.0
POL100335,2024-04-08,2025-04-08,EMEA,Tech,<100k,5,33.5,UW-A,214.7,0,0.0,2024,4,0.0,0,0.0
POL100336,2024-08-20,2025-08-20,EMEA,Professional Services,100k-500k,20,84.6,UW-D,813.91,0,0.0,2024,8,0.0,0,0.0
POL100337,2024-02-06,2025-02-05,APAC,Healthcare,<100k,2,64.3,UW-B,236.92,0,0.0,2024,2,0.0,0,0.0
POL100338,2024-10-06,2025-10-06,UK,Healthcare,<100k,5,67.7,UW-A,225.95,0,0.0,2024,10,0.0,0,0.0
POL100339,2024-12-14,2025-12-14,UK,Retail,500k-2m,28,37.9,UW-C,3008.19,0,0.0,2024,12,0.0,0,0.0
POL100340,2024-10-28,2025-10-28,UK,Healthcare,<100k,4,53.7,UW-A,228.87,0,0.0,2024,10,0.0,0,0.0
POL100341,2024-06-29,2025-06-29,APAC,Healthcare,100k-500k,14,60.4,UW-C,839.18,0,0.0,2024,6,0.0,0,0.0
POL100342,2024-04-04,2025-04-04,US,Manufacturing,<100k,4,68.1,UW-A,208.26,1,29346.45,2024,4,140.91256122155,1,29346.45
POL100343,2024-04-08,2025-04-08,UK,Retail,2m-10m,165,57.4,UW-D,7719.2,0,0.0,2024,4,0.0,0,0.0
POL100344,2024-07-06,2025-07-06,US,Manufacturing,100k-500k,17,49.3,UW-B,858.49,0,0.0,2024,7,0.0,0,0.0
POL100345,2024-04-25,2025-04-25,EMEA,Tech,<100k,5,53.2,UW-C,232.51,0,0.0,2024,4,0.0,0,0.0
POL100346,2024-07-09,2025-07-09,APAC,Healthcare,100k-500k,23,82.9,UW-A,770.68,0,0.0,2024,7,0.0,0,0.0
POL100347,2024-09-09,2025-09-09,EMEA,Other,500k-2m,66,68.0,UW-A,2646.44,0,0.0,2024,9,0.0,0,0.0
POL100348,2024-06-09,2025-06-09,EMEA,Professional Services,10m+,1615,58.0,UW-C,23666.14,0,0.0,2024,6,0.0,0,0.0
POL100349,2024-09-12,2025-09-12,UK,Manufacturing,<100k,5,51.5,UW-C,236.64,0,0.0,2024,9,0.0,0,0.0
POL100350,2024-11-18,2025-11-18,US,Healthcare,2m-10m,155,19.1,UW-A,8648.04,0,0.0,2024,11,0.0,0,0.0
POL100351,2024-05-07,2025-05-07,EMEA,Tech,2m-10m,212,55.0,UW-B,8253.78,0,0.0,2024,5,0.0,0,0.0
POL100352,2024-01-18,2025-01-17,EMEA,Retail,2m-10m,102,51.0,UW-A,7958.82,0,0.0,2024,1,0.0,0,0.0
POL100353,2024-10-07,2025-10-07,US,Tech,100k-500k,7,70.2,UW-B,827.1,0,0.0,2024,10,0.0,0,0.0
POL100354,2024-08-10,2025-08-10,UK,Other,100k-500k,9,100.0,UW-A,786.56,0,0.0,2024,8,0.0,0,0.0
POL100355,2024-02-23,2025-02-22,UK,Manufacturing,100k-500k,20,75.2,UW-A,787.49,0,0.0,2024,2,0.0,0,0.0
POL100356,2024-02-27,2025-02-26,UK,Tech,500k-2m,36,100.0,UW-A,2353.45,0,0.0,2024,2,0.0,0,0.0
POL100357,2024-11-18,2025-11-18,US,Tech,100k-500k,10,73.4,UW-B,810.57,0,0.0,2024,11,0.0,0,0.0
POL100358,2024-12-25,2025-12-25,US,Retail,500k-2m,51,55.0,UW-A,2679.0,1,41286.27,2024,12,15.411075027995519,1,41286.27
POL100359,2024-06-22,2025-06-22,APAC,Professional Services,100k-500k,24,70.0,UW-D,813.56,0,0.0,2024,6,0.0,0,0.0
POL100360,2024-10-06,2025-10-06,US,Tech,500k-2m,39,91.3,UW-A,2536.4,0,0.0,2024,10,0.0,0,0.0
POL100361,2024-04-23,2025-04-23,UK,Retail,500k-2m,67,91.8,UW-D,2251.96,0,0.0,2024,4,0.0,0,0.0
POL100362,2024-10-14,2025-10-14,UK,Professional Services,<100k,2,56.3,UW-B,235.21,0,0.0,2024,10,0.0,0,0.0
POL100363,2024-12-07,2025-12-07,EMEA,Tech,500k-2m,39,68.4,UW-B,2738.09,0,0.0,2024,12,0.0,0,0.0
POL100364,2024-05-30,2025-05-30,US,Manufacturing,100k-500k,19,43.4,UW-A,944.18,0,0.0,2024,5,0.0,0,0.0
POL100365,2024-05-06,2025-05-06,US,Other,500k-2m,37,77.0,UW-B,2720.67,0,0.0,2024,5,0.0,0,0.0
POL100366,2024-06-03,2025-06-03,US,Manufacturing,100k-500k,5,88.3,UW-C,807.91,0,0.0,2024,6,0.0,0,0.0
POL100367,2024-09-29,2025-09-29,UK,Manufacturing,100k-500k,23,65.4,UW-B,886.27,0,0.0,2024,9,0.0,0,0.0
POL100368,2024-04-13,2025-04-13,UK,Tech,2m-10m,221,52.8,UW-A,8047.98,0,0.0,2024,4,0.0,0,0.0
POL100369,2024-10-25,2025-10-25,UK,Professional Services,100k-500k,12,70.3,UW-D,824.22,0,0.0,2024,10,0.0,0,0.0
POL100370,2024-09-02,2025-09-02,UK,Tech,500k-2m,25,71.0,UW-D,2525.96,0,0.0,2024,9,0.0,0,0.0
POL100371,2024-06-24,2025-06-24,US,Manufacturing,100k-500k,16,66.1,UW-B,886.49,0,0.0,2024,6,0.0,0,0.0
POL100372,2024-02-08,2025-02-07,US,Other,100k-500k,11,67.6,UW-B,824.95,0,0.0,2024,2,0.0,0,0.0
POL100373,2024-06-18,2025-06-18,APAC,Healthcare,100k-500k,22,62.2,UW-B,802.03,0,0.0,2024,6,0.0,0,0.0
POL100374,2024-09-03,2025-09-03,EMEA,Manufacturing,100k-500k,18,79.8,UW-A,830.11,0,0.0,2024,9,0.0,0,0.0
POL100375,2024-01-26,2025-01-25,US,Healthcare,100k-500k,12,75.9,UW-A,721.94,0,0.0,2024,1,0.0,0,0.0
POL100376,2024-12-20,2025-12-20,US,Professional Services,<100k,4,50.2,UW-B,228.19,0,0.0,2024,12,0.0,0,0.0
POL100377,2024-11-01,2025-11-01,US,Professional Services,100k-500k,18,49.7,UW-C,915.52,0,0.0,2024,11,0.0,0,0.0
POL100378,2024-01-13,2025-01-12,UK,Tech,<100k,5,61.1,UW-A,220.99,0,0.0,2024,1,0.0,0,0.0
POL100379,2024-11-11,2025-11-11,APAC,Tech,10m+,1257,63.5,UW-B,21628.06,0,0.0,2024,11,0.0,0,0.0
POL100380,2024-11-08,2025-11-08,US,Healthcare,10m+,1091,56.3,UW-D,22436.56,1,79114.56,2024,11,3.526144827905882,1,79114.56
POL100381,2024-02-05,2025-02-04,APAC,Professional Services,100k-500k,20,55.2,UW-A,775.37,0,0.0,2024,2,0.0,0,0.0
POL100382,2024-06-21,2025-06-21,APAC,Retail,500k-2m,64,68.3,UW-A,2863.05,0,0.0,2024,6,0.0,0,0.0
POL100383,2024-01-20,2025-01-19,US,Retail,100k-500k,11,59.9,UW-C,845.03,0,0.0,2024,1,0.0,0,0.0
POL100384,2024-11-16,2025-11-16,UK,Professional Services,500k-2m,35,77.9,UW-A,2647.62,0,0.0,2024,11,0.0,0,0.0
POL100385,2024-09-20,2025-09-20,US,Retail,500k-2m,26,69.7,UW-A,2715.52,0,0.0,2024,9,0.0,0,0.0
POL100386,2024-05-21,2025-05-21,US,Retail,2m-10m,204,58.2,UW-B,7980.95,0,0.0,2024,5,0.0,0,0.0
POL100387,2024-05-22,2025-05-22,EMEA,Professional Services,100k-500k,18,68.3,UW-B,856.34,0,0.0,2024,5,0.0,0,0.0
POL100388,2024-04-01,2025-04-01,UK,Manufacturing,500k-2m,33,84.4,UW-D,2623.15,0,0.0,2024,4,0.0,0,0.0
POL100389,2024-12-19,2025-12-19,US,Retail,100k-500k,16,56.3,UW-B,800.75,0,0.0,2024,12,0.0,0,0.0
POL100390,2024-11-17,2025-11-17,APAC,Healthcare,10m+,488,66.2,UW-B,22893.69,0,0.0,2024,11,0.0,0,0.0
POL100391,2024-10-14,2025-10-14,APAC,Manufacturing,<100k,1,63.9,UW-B,229.65,0,0.0,2024,10,0.0,0,0.0
POL100392,2024-08-02,2025-08-02,UK,Manufacturing,100k-500k,16,71.2,UW-D,830.45,0,0.0,2024,8,0.0,0,0.0
POL100393,2024-12-07,2025-12-07,EMEA,Manufacturing,500k-2m,39,54.8,UW-A,3031.32,0,0.0,2024,12,0.0,0,0.0
POL100394,2024-02-20,2025-02-19,UK,Professional Services,500k-2m,72,65.9,UW-A,2788.4,0,0.0,2024,2,0.0,0,0.0
POL100395,2024-06-01,2025-06-01,EMEA,Tech,<100k,4,81.6,UW-D,224.06,0,0.0,2024,6,0.0,0,0.0
POL100396,2024-07-04,2025-07-04,UK,Professional Services,2m-10m,56,50.4,UW-D,8731.29,1,55429.16,2024,7,6.3483356983905015,1,55429.16
POL100397,2024-03-03,2025-03-03,APAC,Professional Services,<100k,3,45.0,UW-A,243.56,0,0.0,2024,3,0.0,0,0.0
POL100398,2024-07-08,2025-07-08,US,Other,100k-500k,11,45.5,UW-A,853.11,0,0.0,2024,7,0.0,0,0.0
